SRR13825328	SRR6324886	SRR9118109
23S_2129c07be21e	0	32	0
23S_22763fd87fb6	0	4	0
23S_140290a8ad18	0	2	0
23S_27212022fddc	0	36	0
16S_156699012333	0	326	0
23S_22930a4a1eee	0	2	0
16S_144183f27012	0	425	0
23S_265278d94007	0	1375	0
23S_16143c1d1e8e	0	128	0
16S_1265b5802655	0	7	0
23S_1485b588e427	0	15	0
23S_20811a7feb8b	0	5085	0
23S_19225c07220e	0	101	0
16S_16034b6ae014	0	1883	0
23S_212452aa3e17	0	5	0
16S_1807d0d3e0c3	0	235	0
23S_136546342888	0	4664	0
23S_2186040c7a31	0	1	0
23S_2044f3d9fa56	0	5117	0
23S_222200114dad	0	3	0
23S_12778218b4cc	0	175	0
23S_2368e37d7ab6	0	885	0
23S_13025da8e171	0	911	0
16S_22499c2767af	0	1	0
23S_153557f4379f	0	4988	0
23S_2645fa259204	0	36	0
23S_145753b71e70	0	2562	0
23S_1590faaeedc6	0	4562	0
23S_22336c0a0171	0	15	0
16S_196515ea4631	0	7	0
23S_27861bf0e5f3	0	1800	0
23S_2307eafe2337	0	21	0
16S_1635e2c9afef	0	2	0
23S_20263c71b486	0	36	0
16S_153708defd6f	0	2310	0
23S_12817659a5a5	0	48	0
23S_1659f6645295	0	9	0
16S_25245addf226	0	4099	0
23S_11956ad70e8d	0	36	0
16S_1967cf615688	0	3	0
23S_1453df516599	0	1	0
16S_19545f8a4130	0	3	0
16S_1875010552f3	0	231	0
23S_2586dc2a05a5	0	48	0
16S_1103a041e01d	0	47	0
23S_20584aa5abe3	0	21	0
23S_26445329901c	0	22	0
23S_28269c3fe721	0	15	0
16S_2017440c4a9b	0	1	0
16S_2602c7b179e8	0	425	0
23S_155482e34d7f	0	24	0
23S_13373c979534	0	4	0
16S_28715087b7e1	0	3	0
23S_2951de7ef00f	0	32	0
16S_1891024d8c49	0	425	0
23S_1723d4734061	0	4988	0
16S_237253590801	0	2	0
23S_27975707419a	0	41	0
23S_1044a83f7702	0	1800	0
23S_1697f5ca381b	0	21	0
23S_1073af1e28b2	0	22	0
23S_22099a603006	0	5	0
16S_1165815bff4e	0	150	0
16S_18660d073cd6	0	1	0
23S_224999d32576	0	1	0
23S_124378b9ad43	0	4664	0
23S_1092d2f87776	0	24	0
23S_1441ff36e240	0	15	0
16S_1551c1d5bd31	0	1	0
23S_2124c87c2213	0	6	0
16S_1873559bc99c	0	231	0
23S_174137a30c8e	0	6	0
23S_1584ccf5ce82	0	128	0
16S_1800aa390d08	0	47	0
23S_21395c3e4e43	0	149	0
23S_2714d8177a11	0	9	0
16S_1408bb0fee92	0	1	0
23S_27852200d6a2	0	1873	0
23S_2345565d9656	0	1	0
23S_183305d38e97	0	1890	0
16S_1574827d03d7	0	11	0
16S_226188e0c186	0	1	0
16S_2956549c5eaf	0	4099	0
16S_1591f4281eed	0	2	0
23S_16164d72bacb	0	175	0
16S_279457fae43d	0	13	0
23S_16680327311c	0	101	0
16S_15225ffb22fe	0	2133	0
23S_13313409781a	0	1890	0
23S_1404994459fa	0	4988	0
16S_195987c20a0e	0	1	0
23S_224948fcc539	0	911	0
23S_194014d792db	0	1873	0
23S_2270cce61393	0	35	0
16S_18074eec0a12	0	47	0
16S_10893fc5584c	0	11	0
23S_14028ba754ee	0	1800	0
23S_156684c31b8e	0	885	0
23S_18693b0acb21	0	1890	0
16S_2033dead6f8f	0	2310	0
23S_2658fc3d789a	0	2	0
16S_243129e1d508	0	11	0
16S_232753f85189	0	11	0
16S_27954a064e9a	0	11	0
23S_1316f0bc2c57	0	2	0
23S_13763e120a4b	0	9	0
23S_1373d8e54566	0	128	0
23S_276528e5328f	0	885	0
23S_257898fce071	0	2	0
23S_164026566905	0	1873	0
16S_1123fa6f7286	0	235	0
16S_2811cc5db279	0	2	0
23S_2442fab28edd	0	149	0
23S_23782b0650f8	0	4664	0
23S_193463f537ac	0	128	0
23S_1106b840ca2f	0	2562	0
23S_2135c49d70d7	0	1873	0
16S_2497eb800d01	0	2	0
23S_174217c2201d	0	1	0
23S_10300f616594	0	22	0
16S_2348ddcedd07	0	2	0
23S_2260f0f88856	0	15	0
23S_161746dd3a27	0	286	0
23S_1026985d5745	0	1	0
23S_10027db14a35	0	175	0
16S_11102d26b074	0	2	0
16S_1684e8aa6c63	0	47	0
23S_19420e8bddb2	0	24	0
23S_143183134b4e	0	1890	0
16S_1580f450cb21	0	2	0
16S_136318542f6f	0	150	0
23S_1961fac80135	0	101	0
16S_287507ea1eeb	0	4099	0
16S_1269c8a1f75c	0	4099	0
16S_1751cd4346df	0	1883	0
16S_25760031c753	0	231	0
16S_2915af85442e	0	1	0
23S_2697a4c0beb3	0	175	0
23S_2764a4e421ed	0	885	0
23S_133593b6997e	0	4	0
16S_1112701579c4	0	177	0
23S_242837d799e3	0	47	0
16S_21084f6df4f1	0	2	0
16S_29606cc46df8	0	3	0
23S_2791e82a00cd	0	41	0
23S_17294ad09ad6	0	885	0
23S_2891a62a82ce	0	1	0
23S_29198d0c2571	0	4562	0
16S_1233e6cd9e58	0	13	0
16S_2651f6353a39	0	13	0
16S_1463507a0dee	0	11	0
23S_1688d3c9cb10	0	1800	0
16S_211252108b21	0	11	0
23S_2668a611b257	0	6	0
23S_1038a1dcfba9	0	102	0
16S_194260d3b0a5	0	1	0
23S_2970c77fdfd2	0	1	0
23S_2833987619c9	0	9	0
23S_13197f6dc2de	0	102	0
23S_2451d70047af	0	48	0
23S_119464674718	0	2	0
23S_2257d89e8fb4	0	36	0
23S_2309047d6d74	0	149	0
16S_2939b7006eee	0	1	0
23S_22010f48941e	0	1	0
23S_168189d3d8a2	0	21	0
23S_205052b91fb2	0	1	0
23S_1533fa6e6f36	0	1	0
16S_19270f474e24	0	1	0
23S_11026473ccfe	0	1722	0
16S_22671ba39272	0	177	0
16S_26424911c24b	0	177	0
23S_29305ae56cbf	0	76	0
16S_17556fe6fa40	0	7	0
16S_24343bc8c9f7	0	235	0
16S_1986ea58ee00	0	231	0
23S_19727aa2b029	0	4	0
23S_2573a0a7c5e6	0	1	0
16S_22424c525090	0	177	0
16S_2114e7b98751	0	177	0
23S_1295e20d2c8c	0	4	0
23S_1394a2a3bb47	0	101	0
16S_26320dcbacd9	0	235	0
16S_22135266f89e	0	235	0
16S_1814c70a367f	0	47	0
16S_229486c48629	0	3	0
23S_15694711697b	0	15	0
23S_2346fba465b5	0	47	0
23S_120395dcbb9c	0	5	0
23S_1940a385138c	0	2	0
23S_28736ab509a7	0	19	0
23S_2978c5200078	0	286	0
16S_195709e456c2	0	2	0
23S_110654bb7ffe	0	1722	0
23S_1239c8110a85	0	21	0
23S_1381162d303f	0	102	0
23S_27899149d165	0	48	0
16S_26080e3d681d	0	1	0
23S_1183d3c099b6	0	44	0
23S_10167b1ac519	0	24	0
16S_24050f2f2594	0	1883	0
23S_22885042d8b8	0	21	0
23S_1727fade4872	0	2	0
23S_1889539b5f20	0	128	0
23S_25016c51eef5	0	76	0
23S_1334c423efe8	0	41	0
16S_2171f7836993	0	1	0
23S_1791fc74eb33	0	149	0
23S_2385b20fce73	0	36	0
23S_19677b379b99	0	24	0
23S_160840b5a067	0	1	0
23S_11732356619f	0	44	0
23S_1460cab65345	0	4988	0
16S_1592fd5af489	0	2	0
23S_1536434dd016	0	286	0
23S_1862dc578cdc	0	41	0
23S_2828c9437653	0	5085	0
23S_10658f69cfc7	0	15	0
23S_1963ee3e617b	0	2	0
23S_24063a225b22	0	1	0
16S_201057769ced	0	235	0
23S_2276d863e9d3	0	19	0
16S_28248c82d8f8	0	11	0
16S_1592e84707aa	0	2	0
23S_1165037b30f3	0	48	0
16S_1303d73260b5	0	1	0
23S_2489827cae82	0	22	0
16S_11657880d98d	0	2	0
23S_117329a4f7f0	0	76	0
16S_224039a822dd	0	2310	0
23S_16228eb08ff3	0	1	0
16S_1737bb76476e	0	1883	0
23S_1623a14347ac	0	1	0
23S_296921f2284c	0	1890	0
23S_13675dc1f9ba	0	1	0
16S_2572c7728de8	0	1	0
16S_2229bebfadfc	0	235	0
16S_2715c99844ec	0	1	0
23S_1174a7c648a4	0	1	0
16S_1776699a9fe4	0	326	0
23S_13008e4efbca	0	24	0
23S_16926b1b80f6	0	44	0
23S_22037c9ad87f	0	2	0
23S_2258f5e914ca	0	1	0
16S_204020dd8855	0	2	0
16S_215360bd7494	0	47	0
16S_1042c894df3a	0	2	0
23S_2271c6daeea9	0	4562	0
23S_2319aadec353	0	1722	0
23S_22185686cad7	0	1873	0
23S_2262bf7de889	0	35	0
23S_10274401fb08	0	4	0
16S_248983fbea33	0	150	0
16S_283126054525	0	2	0
23S_197536c31cbe	0	2	0
16S_1755258f9b04	0	1	0
16S_17190b44b935	0	2133	0
23S_2446d06d25e6	0	2562	0
23S_206886db8452	0	4562	0
23S_150478a1b448	0	5117	0
23S_1832cff40ef7	0	3	0
23S_154125072382	0	4664	0
23S_265773bfadfb	0	102	0
23S_2760836f1f7a	0	1	0
16S_1448c4026ae3	0	7	0
16S_1793e0b25fba	0	2133	0
16S_2957c5d8adfe	0	1	0
16S_1602f1a4084a	0	7	0
23S_20243c74e30c	0	101	0
23S_2977d6c97d24	0	911	0
23S_2241a681a88e	0	47	0
16S_2922e88d33e7	0	235	0
23S_1079edee60c6	0	5117	0
23S_23892dfdc58d	0	1890	0
23S_135596618af2	0	15	0
23S_2293a72536fe	0	19	0
23S_299806fa719e	0	41	0
16S_234477a3cdee	0	7	0
16S_23006c3cc019	0	150	0
16S_244366d14f76	0	1883	0
23S_260186536b0a	0	2	0
23S_15778c7b347a	0	15	0
16S_1433fe169432	0	177	0
23S_2272ab766bac	0	4	0
23S_2804fe635912	0	1375	0
16S_1335129785a7	0	150	0
16S_167234bf796d	0	1	0
16S_2802c38644d4	0	235	0
16S_2790f5f5709c	0	2310	0
16S_1749950b2eee	0	425	0
23S_224230491180	0	4	0
23S_18939f99ee11	0	2	0
16S_1705e7bb59da	0	2133	0
23S_20642ad3c2cc	0	35	0
23S_192906c55af0	0	1	0
23S_2321b03b61c8	0	4	0
23S_2951421a4e8e	0	19	0
23S_15266a80bbfd	0	1	0
23S_141439b0ca0c	0	76	0
23S_1001eea8ddc9	0	4	0
23S_12332146ef9d	0	1873	0
16S_1578ca8a3a7b	0	1	0
23S_2900f3d8fe8a	0	5117	0
16S_121694783e4c	0	3	0
23S_1687c48101d7	0	286	0
23S_22381f2d1519	0	4	0
23S_2608b3d55c8e	0	1	0
23S_182640f2e451	0	32	0
16S_1094027b1765	0	11	0
23S_2870fb11d0b1	0	22	0
16S_2644b7cd8cb1	0	11	0
23S_1036738f7ce1	0	35	0
23S_1832ac8749b6	0	1375	0
23S_25783e616ec3	0	4	0
23S_1305e5814205	0	6	0
23S_119789d7ccc2	0	4	0
23S_183858fefe06	0	2	0
23S_2845b00eb776	0	4	0
23S_266681586819	0	1	0
16S_1837f3e064ef	0	2310	0
23S_1977ad472ce1	0	4	0
23S_221243b8293b	0	911	0
23S_1525aee1294d	0	1	0
23S_17389d163e2c	0	2	0
23S_106835896ffc	0	5	0
23S_2784b60df48b	0	5085	0
23S_294072e0ab7b	0	286	0
23S_2519af5b60a3	0	1375	0
23S_138091d4a07d	0	44	0
23S_20759d380db0	0	4	0
23S_2223a6e4c2fe	0	2	0
16S_190810f9303d	0	231	0
16S_28288ca85b7c	0	2	0
23S_2218ee3987ed	0	1800	0
23S_2602a7817b18	0	2562	0
16S_11753a9ab28f	0	1	0
16S_2556147b6a28	0	1	0
23S_1998b161719b	0	9	0
23S_2740b3650397	0	1	0
23S_29847c298d92	0	44	0
23S_18850c5fbb74	0	1800	0
23S_2219152e018f	0	175	0
16S_2877bd81e02e	0	326	0
23S_21971c591967	0	1	0
23S_2330d343b643	0	1	0
23S_2171ac78b195	0	2	0
23S_1524716da41c	0	47	0
23S_1601a021c4df	0	1722	0
23S_2901ac6dfab3	0	2	0
16S_2257bc26eed6	0	235	0
23S_1823b9a2e7be	0	3	0
23S_254025b6774a	0	22	0
23S_27705213b00b	0	5117	0
23S_2327974f214f	0	2	0
23S_2195864db136	0	2	0
23S_294496b17b99	0	1722	0
16S_19245c27ee20	0	13	0
23S_236329cf04c0	0	4988	0
23S_1162dc89b8ec	0	1	0
16S_1216ab467d49	0	326	0
16S_1951a592a1dc	0	425	0
23S_1183e6c6576e	0	2	0
23S_1256fae5c1dd	0	76	0
16S_14438d6daa0b	0	326	0
23S_2575067bb031	0	15	0
23S_22383810b297	0	35	0
23S_28404e066c31	0	2562	0
23S_1672778162fe	0	5	0
23S_138501594934	0	4664	0
16S_15883e325713	0	231	0
23S_2694818604e1	0	47	0
23S_2953b912f905	0	6	0
16S_2257bee33d24	0	13	0
23S_17131d6601a2	0	2	0
23S_22502f628c49	0	32	0
16S_1529d082c1ee	0	2310	0
23S_262978dd0875	0	4	0
16S_2282f4217fdb	0	326	0
23S_272237e2ead9	0	19	0
23S_13993c71faf2	0	149	0
23S_1318212734dd	0	102	0
23S_236320dcbd7f	0	1375	0
16S_26414c966b94	0	2133	0
23S_134946714a7a	0	1	0
23S_17381d8a3f14	0	4	0
23S_1051d13c19c2	0	9	0
23S_1029848e6994	0	2562	0
23S_1302251cf046	0	47	0
23S_2271de0a1b4b	0	19	0
23S_1717eb46621f	0	3	0
16S_297818293ce4	0	235	0
23S_114781c91dc9	0	175	0
23S_202453433f51	0	35	0
16S_2801f2d52115	0	4099	0
23S_23854e827fac	0	4562	0
23S_16116fd525f8	0	5085	0
23S_1721c0e88b79	0	5	0
23S_2735b695df0f	0	102	0
16S_24636640f00b	0	150	0
16S_295926fcb2f8	0	1883	0
23S_2867225802ef	0	128	0
23S_17849768d565	0	911	0
23S_231541b03f48	0	911	0
23S_241038b626d8	0	1722	0
23S_2964c7d4500a	0	5085	0
23S_1892a5b7c117	0	4988	0
23S_185268b3c0df	0	76	0
23S_2844f825f421	0	32	0
23S_1426c094a279	0	4562	0
23S_20523ed66fe8	0	48	0
23S_1229aa314223	0	15	0
16S_2801bf5aeef8	0	1	0
23S_1612c8bdda95	0	149	0
23S_2300b84af13f	0	2	0
23S_1024b6f9c9d8	0	3	0
23S_19067a0f78b4	0	41	0
16S_11700b8c636e	0	4099	0
23S_2033543e6be8	0	2	0
16S_2151377e1e39	0	235	0
16S_22976bb54428	0	425	0
23S_26490f79be63	0	5117	0
23S_229529c9cd7f	0	1375	0
23S_146305cf6869	0	13	0
23S_165959f4f493	0	1076	0
23S_1761afc86884	0	2	0
16S_1616fdee949a	0	1025	0
23S_233965333906	0	7	0
23S_245117296ddb	0	2	0
16S_28222fcf65d1	0	24	0
16S_1644e0e6f20c	0	3013	0
23S_1992fca2a58a	0	560	0
16S_219303a34588	0	1	0
23S_19134ec337fc	0	1	0
16S_1907190d134b	0	646	0
23S_25212a694cd1	0	1040	0
23S_23774d3088ee	0	3	0
23S_160907791aa6	0	572	0
23S_1989a0cb361a	0	2	0
23S_2056402f9834	0	655	0
16S_1132dd0b1d32	0	2148	0
16S_12229b436c14	0	152	0
23S_12175b1de34f	0	1	0
23S_26661e7886d3	0	1	0
23S_24000208407a	0	1	0
23S_2492a5e4395e	0	1	0
16S_29761482e108	0	39	0
23S_1798ab4c151f	0	1528	0
23S_17675f6200d3	0	2	0
16S_2847f6368d51	0	1	0
23S_2821557d5742	0	2536	0
23S_19250b9923f3	0	1515	0
16S_175298c3574d	0	38	0
16S_2363ef49abc5	0	11	0
23S_2522b2d58b37	0	174	0
23S_1688f8a23432	0	174	0
23S_1585bcd37146	0	20	0
23S_22559c037669	0	1703	0
23S_1531d77a5c78	0	1701	0
16S_2838aca8a9ff	0	3	0
23S_2622d92432ef	0	1831	0
16S_1820b85b241c	0	1649	0
16S_2210deb96d1b	0	1750	0
23S_1947ac85aa55	0	5	0
23S_1696a8364074	0	2025	0
16S_284772f6f548	0	36	0
23S_1916eaff509a	0	4	986
16S_14921fb701fb	0	1649	0
23S_1148188ff2d7	0	2585	0
16S_2687a87a945e	0	12	0
23S_1671dd059ea4	0	4579	0
23S_2714abfcf7dc	0	393	0
23S_1748039c86ea	0	2	0
23S_1144bf4d6330	0	8	0
16S_1464eb7b01b2	0	866	0
23S_16884f400cdc	0	1673	0
23S_1450534c2390	0	2	762
23S_1390d7c32897	0	20	0
23S_23950b80db0a	0	9	0
23S_2385f5e4dc47	0	2	375
16S_1052a64892ee	0	1649	0
23S_17419331867a	0	4	0
23S_1958c454c9f8	0	5	0
23S_27993209a689	0	2025	0
23S_2048805e94b6	0	4	527
23S_1461170aed90	0	5	0
23S_2126bc5aa59e	0	1813	0
23S_1651ded1f6d9	0	531	0
23S_2762709e59bb	0	3371	0
16S_167310e0b34d	0	1617	0
23S_2364ae5d16b8	0	8	0
23S_24175eb95b98	0	9	0
23S_1798e8ead5cd	0	2090	0
16S_2991560f0f46	0	1860	0
23S_14477e6ccfad	0	1	0
23S_1182d746fe95	0	3371	0
23S_2316836231a1	0	8	0
23S_12132510e600	0	1831	0
23S_27460e791900	0	292	0
23S_26465f6a752d	0	4406	0
23S_196173b80ee4	0	2	0
23S_27331371f17c	0	3588	0
16S_184845beabe8	0	259	0
23S_26455660397b	0	26	0
23S_250251d64977	0	2	0
23S_28405180c61a	0	7	0
23S_1756e3564ce6	0	5	0
16S_28514c683ef7	0	48	0
23S_1822c8af8fd0	0	531	0
23S_12485691502a	0	174	0
16S_206297c17fa2	0	245	0
16S_1281886df9b8	0	12	0
23S_1114159a22ed	0	1673	0
23S_132240e85062	0	1703	0
16S_26976edce4d0	0	866	0
23S_1907aeb58055	0	3371	0
23S_116579b74c66	0	4	0
23S_2528a11cd077	0	2025	0
16S_171052f3866d	0	1861	0
23S_296997848aeb	0	1307	0
23S_2242a651482b	0	2	762
16S_1993d7a00f0d	0	29	0
23S_233109bdf582	0	2	762
16S_12433e3aa6f7	0	1617	0
23S_1529994ead54	0	2025	0
23S_210064feca81	0	2	0
23S_1305f3079b98	0	1307	0
16S_1011ecd8d7ce	0	48	0
23S_1314b7ee9545	0	1703	0
23S_26056b635777	0	3371	0
23S_20428228765a	0	1673	0
23S_2692f8a25ab6	0	2	292
23S_2181caa217b1	0	2	0
23S_267257c50d76	0	7	0
23S_1917257a01b4	0	1813	0
16S_229405d7ffae	0	259	0
23S_1401c8f5918a	0	2090	0
23S_2067d786f3be	0	1	1
16S_2723277c39c7	0	29	0
23S_24827f09c7e9	0	6	0
23S_2942d5706ed0	0	1	868
23S_12475b3c2516	0	8	0
23S_10767514260f	0	531	0
23S_181065ca5354	0	2025	0
5S_11924372c45e	0	8	0
23S_14104b24bbb8	0	1678	0
16S_240210870900	0	36	0
16S_2405d8a4e6f0	0	36	0
23S_246967adc79d	0	174	0
23S_11445fb6d4ef	0	4	508
16S_10555bf7828c	0	3	0
23S_29903272d9ae	0	5	0
16S_24047b445a0a	0	3	0
23S_1636e8ac3b8d	0	6	0
16S_2268386e3629	0	259	0
16S_1471e9cba177	0	1860	0
16S_126388f07b7a	0	42	0
23S_10742325791f	0	1701	0
16S_28665aca3f59	0	2	0
23S_2418caa8d121	0	26	0
23S_12572a8f893a	0	1701	0
23S_2184b7f82855	0	1	1
16S_1146618d6523	0	1617	0
16S_2821cab0358f	0	2	0
23S_1254e884b256	0	20	0
23S_272428f3d269	0	5	0
16S_23660ce6e1c4	0	259	0
23S_260628bf841b	0	2	0
16S_239581ec4f06	0	48	0
23S_15525227688f	0	531	0
16S_28303fe2dc4b	0	2	0
23S_2899fa427cc8	0	2	0
23S_266060116d86	0	4	986
23S_1198c22d1cff	0	26	0
16S_30001dc9dd3b	0	245	0
16S_15300874ef1f	0	2	0
23S_2242347ed455	0	2090	0
16S_19352c622bac	0	2	0
16S_2215d1bc2aba	0	1861	0
16S_23444022d1a9	0	42	0
16S_118856f744bd	0	1860	0
23S_1471e0c0c58f	0	4	527
23S_277241532d48	0	1703	0
23S_21522bed6e07	0	1673	0
16S_1728490384ef	0	1750	0
16S_1022a97ab986	0	2	0
23S_11003bfebc45	0	1673	0
23S_1064734bef19	0	4	986
16S_27319e1c81a0	0	1617	0
16S_2976096c4936	0	1860	0
16S_134932595326	0	29	0
23S_1187fb014e91	0	7	0
16S_2718c4f37b12	0	48	0
16S_1410031eedde	0	1860	0
16S_1132143d40cf	0	12	0
23S_1689d9e059f4	0	5	0
23S_16381d9c0f8a	0	1497	0
23S_2464736cf2de	0	9	0
23S_129919cbf73f	0	2	292
23S_27008683d2de	0	2585	0
23S_1272ddd8cc9f	0	174	0
16S_101873cc24d6	0	2	0
23S_150831d4b78c	0	1	0
16S_2168d45c4074	0	1649	0
16S_2564c383ba32	0	1649	0
23S_1570004614e0	0	4	986
16S_11734907a55c	0	8	0
23S_20334dbe69ac	0	4	508
23S_1722bd88ad76	0	1497	0
16S_1545f6481493	0	1617	0
23S_28355e38543e	0	1	868
23S_14208d53e30f	0	7	0
23S_1301cedcec1a	0	6	0
16S_2358c4d564b0	0	42	0
23S_2217f98bdad2	0	4406	0
23S_1331697f809f	0	174	0
16S_23029afb0fd2	0	1379	0
16S_25740b2e8252	0	36	0
23S_29034266975e	0	3588	0
16S_11224d34c15d	0	2	0
16S_1169275c6a73	0	12	0
23S_22056dedcde6	0	2	762
23S_2479d59aa4a9	0	1831	0
16S_181143fdda85	0	3	0
16S_160658ff5e2e	0	259	0
23S_275757209eb0	0	5	0
16S_22177c3bc686	0	259	0
23S_12026fcad687	0	1	0
23S_27041a2258c8	0	1673	0
16S_1119276f5fdb	0	8	0
16S_2483e94d970f	0	29	0
16S_2427b805d753	0	1860	0
23S_2557bbf46050	0	1831	0
23S_27885ba62f0c	0	1307	0
23S_1762ce260cd9	0	531	0
16S_2513b3082d15	0	3	0
23S_2854ff9c1baa	0	2	375
16S_1037183c0d17	0	1379	0
23S_154149cf9b98	0	7	0
16S_17497b2f2b19	0	866	0
23S_1306ec3d6b89	0	2	762
23S_18561a731e95	0	2585	0
23S_2381388e6a61	0	5	0
23S_27066b9db358	0	26	0
23S_2755dcbb439d	0	1	0
16S_14408098688f	0	3	0
23S_226962c5f6bd	0	4579	0
23S_21705da51fd8	0	6	0
23S_210710c2d712	0	2025	0
16S_21191dca047a	0	3	0
23S_2592b4af5a07	0	2	0
23S_266870484a6b	0	5	0
23S_1770ff962404	0	1831	0
23S_1183d537c15a	0	5	0
23S_12674b3aa401	0	1701	0
23S_28679539e98b	0	893	0
23S_1630b6de5259	0	393	0
23S_25575c44aceb	0	2	0
23S_10604d399cad	0	1307	0
23S_21712f536547	0	1	1
16S_1151c46be312	0	1861	0
23S_12115b76b6d2	0	3371	0
16S_1224405e2cae	0	8	0
23S_2216a76ec3d5	0	2	375
16S_22305d87519a	0	29	0
23S_14472d317e7d	0	1813	0
23S_2231998fb1b4	0	292	0
23S_19957f561c69	0	1497	0
23S_246071a155bd	0	1678	0
16S_1779fd77c37c	0	8	0
16S_119398c572ec	0	3	0
16S_2473c5a2584d	0	2	0
23S_17081aded6d5	0	292	0
16S_2098203adfde	0	29	0
23S_1330c6e35dad	0	2	375
16S_2752096108e7	0	2	0
16S_24759d021bf6	0	36	0
23S_1306b363cb3c	0	2	375
23S_139384d934d7	0	1701	0
23S_2203173c1a97	0	1	1
23S_169368e0a233	0	26	0
23S_23896ffed5d1	0	8	0
23S_1719aee5c35b	0	1673	0
23S_137613e8aa9e	0	4	986
16S_25216a2250a8	0	29	0
23S_1018ecd442ee	0	5	0
23S_11808521c150	0	2	762
16S_23561d065bf4	0	1750	0
16S_13550df9b2a2	0	36	0
16S_290014331a4a	0	1860	0
16S_1289d90067f4	0	1860	0
23S_180042ef4b1f	0	2	0
16S_1447f9eb8cad	0	2	0
23S_1112c1bc336f	0	1	0
23S_26207e2ec285	0	4	986
23S_246197d01418	0	531	0
23S_29368a35b283	0	893	0
23S_1967e2a006c4	0	1678	0
16S_173091dd10d3	0	8	0
16S_1190136b6e0c	0	1861	0
23S_1304a29d518a	0	4406	0
23S_24491c883087	0	1307	0
23S_1151dc8610a2	0	2	0
16S_17505f1236e0	0	1861	0
23S_2484b579d292	0	8	0
16S_2284a5bb70f6	0	259	0
23S_15355490e68b	0	3588	0
23S_1576b1366501	0	2	0
23S_28374d6b511b	0	2	375
23S_1216e760f669	0	1307	0
16S_187557bf14fe	0	8	0
23S_2748e05382d6	0	6	0
23S_196153077039	0	893	0
16S_2068f41a2642	0	42	0
23S_1133440e95b1	0	6	0
23S_1586011f461a	0	4579	0
23S_2088ce74d75f	0	4	527
23S_264950832ea9	0	2	0
23S_2340320e2dba	0	1703	0
16S_1287295d0b3c	0	1379	0
23S_103174f017fc	0	1703	0
23S_2853f979bbe8	0	2	0
23S_25343cb9b83f	0	5	0
23S_2911ac96ed47	0	6	0
23S_19989fc55274	0	292	0
23S_106590005c84	0	5	0
23S_221095ad67ae	0	2	292
16S_232990355cf5	0	1379	0
23S_2634513be8fb	0	9	0
16S_26813bcb64a1	0	1379	0
23S_2002b33c02f1	0	4579	0
23S_1082d4b96d0d	0	3371	0
16S_2740c491c7e2	0	1750	0
16S_155086cc6e3a	0	8	0
16S_1157a4ffe833	0	42	0
23S_129099c98390	0	292	0
23S_2257c333856e	0	2090	0
23S_13098fceec41	0	393	0
23S_18093771943a	0	1813	0
23S_1245f304f751	0	4	0
16S_107796f79403	0	245	0
23S_1612958a1e70	0	4	986
16S_1809d9c130e7	0	2	0
23S_2872bfc72dc2	0	4579	0
16S_29767b576548	0	1649	0
23S_26606d175a6d	0	1673	0
23S_21833fbf819a	0	1	0
23S_1440d9257534	0	893	0
16S_1979046d3d5b	0	259	0
16S_2927161dec31	0	29	0
23S_143244768e4f	0	4406	0
23S_1725a45ebfda	0	6	0
16S_1339d97e41fa	0	48	0
23S_2546e14db7f1	0	1	0
23S_2300757a3ec8	0	8	0
23S_1280f5a8c734	0	4	0
16S_297484154cbd	0	1617	0
16S_1559903653cc	0	1617	0
23S_2991e33da923	0	8	0
23S_2218b1a12a78	0	4	0
23S_184912276c77	0	6	0
16S_242704d9d137	0	12	0
23S_1618fe1bfb60	0	6	0
23S_2608d3ba4f9f	0	1	1
16S_21681478623f	0	259	0
23S_194524118b11	0	6	0
16S_22972d459842	0	1750	0
23S_1879f2d77856	0	6	0
23S_13505c0f75b7	0	2	762
23S_164139101b65	0	3588	0
23S_13482782d085	0	4	527
23S_14594176b15c	0	1831	0
23S_145411b50db6	0	2090	0
23S_1268fb59da13	0	1497	0
16S_2079800aa54f	0	1617	0
23S_134693640fa5	0	11	0
23S_17883ed944be	0	1678	0
23S_20700dfeedd7	0	1497	0
23S_15481a32eccc	0	4	986
23S_25602c400e9c	0	1	868
23S_14052b05e1e0	0	1831	0
16S_292175f1c4f9	0	2	0
23S_1154a1bf7c6e	0	3588	0
23S_22001886f6da	0	5	0
16S_1851dad91eb2	0	1750	0
23S_2053117e3ad6	0	1673	0
23S_1774ff04b737	0	2	375
23S_182551b5cea3	0	1	868
23S_13803f1f26a0	0	4579	0
16S_1405a94697e6	0	866	0
23S_23647a775ae4	0	2	292
23S_2551b4b2cdb0	0	1	868
16S_1765b63d6e42	0	245	0
23S_28595e853e2d	0	174	0
16S_281798ff89cb	0	866	0
23S_1041905acbe0	0	26	0
16S_1109743e4c99	0	2	0
23S_2099a7486b95	0	1831	0
23S_160921518a19	0	4	527
23S_241338b9ca9d	0	6	0
23S_233004c2ef60	0	2585	0
23S_10086e5c7834	0	2	375
23S_116303cd27ad	0	5	0
23S_185871a113f8	0	1	868
23S_1437155f85aa	0	393	0
23S_23920bf890c1	0	1	0
23S_107879d75471	0	8	0
16S_254369508270	0	1617	0
23S_167408288008	0	1	1
16S_23933b20d7e6	0	2	0
16S_2270bea03e26	0	12	0
16S_2961ca92058a	0	1649	0
23S_2704f179dda1	0	2	292
